010,21,13,1998,13,,,10,5,2019,20,45,55,550.60,19.91,953.14,510.87
010,356,234,2790,229,,,10,5,2019,20,51,51,550.70,19.06,953.07,511.45
010,11,10,1568,12,,,10,5,2019,20,58,12,551.00,18.91,953.09,511.31
010,11,10,1519,10,,,10,5,2019,21,3,12,548.70,18.39,953.03,511.85
010,39,15,1672,61,,,10,5,2019,21,8,12,551.60,18.24,953.00,512.12
010,22,18,1496,11,,,10,5,2019,21,13,12,550.30,18.18,952.96,512.39
010,14,11,1782,13,,,11,5,2019,12,8,12,559.20,7.83,955.16,493.18
010,13,11,1947,12,,,11,5,2019,12,13,12,556.50,8.94,955.26,492.35
010,14,12,2023,15,,,11,5,2019,12,18,12,551.10,9.61,955.27,492.27
010,12,11,2084,11,,,11,5,2019,12,23,12,554.50,10.14,955.29,492.04
010,12,10,2127,12,,,11,5,2019,12,28,12,555.80,10.83,955.32,491.82
010,13,11,2084,27,,,11,5,2019,12,33,12,551.50,11.48,955.32,491.80
010,13,11,1901,11,,,11,5,2019,12,38,12,553.40,11.83,955.47,490.48
010,317,236,4095,236,,,11,5,2019,12,43,12,555.00,12.13,955.47,490.47
010,14,12,2223,9,,,11,5,2019,12,48,12,556.00,12.08,955.53,489.95
010,14,12,2047,8,,,11,5,2019,12,53,12,549.20,11.71,955.59,489.41
010,15,12,2238,8,,,11,5,2019,12,58,12,552.90,11.63,955.47,490.50
010,14,12,2183,9,,,11,5,2019,13,3,12,550.70,11.89,955.61,489.26
010,16,11,2153,10,,,11,5,2019,13,8,12,553.80,11.77,955.61,489.23
010,12,12,2025,10,,,11,5,2019,13,13,12,551.60,13.14,955.78,487.80
010,12,11,2013,10,,,11,5,2019,13,18,12,558.60,13.03,955.78,487.82
010,13,12,1929,9,,,11,5,2019,13,23,12,553.80,13.25,955.75,488.01
010,13,11,1983,9,,,11,5,2019,13,28,12,556.00,13.72,955.77,487.88
010,14,11,1885,10,,,11,5,2019,13,33,12,557.00,14.57,955.87,486.99
010,13,11,1959,8,,,11,5,2019,13,38,12,554.90,14.82,955.88,486.93
010,13,11,2008,8,,,11,5,2019,13,43,12,558.20,15.00,955.88,486.91
010,13,11,1950,9,,,11,5,2019,13,48,12,555.60,15.26,955.90,486.74
010,12,10,1918,11,,,11,5,2019,13,53,12,555.70,16.78,955.97,486.11
010,12,11,1821,10,,,11,5,2019,13,58,12,557.40,16.16,955.89,486.81
010,13,11,2009,8,,,11,5,2019,14,3,12,554.70,16.14,955.88,486.90
010,13,11,1837,9,,,11,5,2019,14,8,12,556.50,16.63,955.88,486.91
010,13,11,1782,10,,,11,5,2019,14,13,12,555.50,16.90,955.92,486.55
010,13,11,1775,9,,,11,5,2019,14,18,12,552.30,17.53,955.97,486.15
010,968,686,4095,912,,,11,5,2019,14,23,12,560.50,17.30,955.90,486.76
010,13,12,932,9,,,11,5,2019,14,28,12,558.00,17.88,955.89,486.82
010,15,11,1224,12,,,11,5,2019,14,33,12,558.30,19.24,955.80,487.63
010,13,11,1350,9,,,11,5,2019,14,38,12,554.00,20.06,955.71,488.41
010,1053,718,4095,961,,,11,5,2019,14,43,12,554.90,20.66,955.73,488.22
010,13,14,880,11,,,11,5,2019,14,48,12,555.20,20.86,955.67,488.77
010,13,12,985,9,,,11,5,2019,14,53,12,555.00,21.41,955.78,487.82
010,13,11,1022,10,,,11,5,2019,14,58,12,553.00,21.91,955.66,488.87
010,1065,753,4095,1014,,,11,5,2019,15,3,12,554.30,21.88,955.62,489.19
010,13,14,848,10,,,11,5,2019,15,8,12,553.40,21.84,,
010,14,13,1199,9,,,11,5,2019,15,13,12,558.00,,,
010,13,11,1532,9,,,11,5,2019,15,18,12,556.40,21.08,955.64,489.03
010,1096,772,4095,1082,,,11,5,2019,15,28,12,554.00,,,
010,12,10,703,8,,,11,5,2019,15,33,12,558.90,,,
010,1102,780,4095,1033,,,11,5,2019,15,38,12,560.00,,,
010,1108,768,4095,1060,,,11,5,2019,15,43,12,559.30,,,
010,1092,772,4095,1043,,,11,5,2019,15,48,12,557.30,,,
010,1103,772,4095,1073,,,11,5,2019,15,53,12,557.60,,,
010,1108,783,4095,1060,,,11,5,2019,15,58,12,556.40,,,
010,12,16,474,8,,,11,5,2019,16,3,12,555.90,,,
010,1148,813,4095,1111,,,11,5,2019,16,13,12,557.80,20.78,,
010,12,10,350,9,,,11,5,2019,16,18,12,552.30,20.90,,
010,1196,836,4095,1149,,,11,5,2019,16,23,12,552.00,21.77,955.56,489.71
010,1198,848,4095,1144,,,11,5,2019,16,28,12,555.10,22.37,955.40,491.10
010,1166,830,4095,1156,,,11,5,2019,16,33,12,551.50,22.18,955.43,490.87
010,1280,896,4095,1228,,,11,5,2019,16,38,12,558.50,22.76,955.39,491.22
010,1289,900,4095,1237,,,11,5,2019,16,43,12,556.60,24.47,955.33,491.69
010,1294,892,3620,1241,,,11,5,2019,16,48,12,557.20,,,
010,1227,860,3372,1212,,,11,5,2019,16,53,12,556.30,,,
010,1230,855,3332,1211,,,11,5,2019,16,58,12,555.60,,,
010,1199,844,3241,1156,,,11,5,2019,17,3,12,556.10,,,
010,1166,800,3331,1111,,,11,5,2019,17,8,12,553.90,,,
010,1205,833,3558,1145,,,11,5,2019,17,13,12,553.00,,,
010,1182,815,3692,1136,,,11,5,2019,17,18,12,552.30,22.34,,
010,1188,823,3724,1140,,,11,5,2019,17,23,12,555.50,23.32,955.30,491.95
010,1161,806,3579,1106,,,11,5,2019,17,28,12,549.60,22.92,955.17,493.12
